제목,내용,평점,좋아요 수
4등,현 한국사회가 고스란히 녹아있는 영화. 하지만 2시간이라는 시간 안에 살짝 많은것을 담으려한 것 같다. 그럼에도 불구하고 너무 좋았다.,4.5,4
곡성(哭聲),"심장이 벌렁벌렁
나홍진은 이미 알려질대로 알려진 황정민의 연기마저 컨트롤한다
선택해야하는 자의 고통
156분짜리 스트레스라는 댓글을 봤는데 원래 그런 영화 입니다",4.5,4
캡틴 아메리카: 시빌 워,내가 마블에 세뇌된건지 마블영화가 기가막히게 나온건지.,4.5,6
최악의 하루,인생이 거짓말인 두 사람의 이야기. 거짓말과 거짓말이 만날때 관객은 큰 웃음을 얻게 된다.,4.0,4
호수,영화의 80퍼 이상이 익스트림 클로즈업으로 이루어진 이 영화는 내게 많은 피로를 주었다...,2.0,0
커튼콜,중간중간 유머는 할리우드를 연상케 했고 우리나라의 잘 만들어진 상업영화와 독립영화의 색깔이 모두 보이는 영화였다. 간만에 꿀잼 영화!!!! 마지막 크레딧을 앞두고 조연들부터 나오는 영상과 감독님의 멘션은 감동이었다.,4.5,2
스티브 잡스 : 미래를 읽는 천재,영화인줄 알았는데 그냥 스티브잡스 찬양하는 위인전이었다,1.0,1
귀향,이동진 평론가님의 코멘트에 백번 공감하면서도 열악했던 환경과 위안부에 관련된 첫 영화라는 점은 점수를 높여줄만 하다.,4.0,0
검사외전,"짜임새 갖췄고 일급 배우들 모셔와서 기가 막힌 연기를 보여주면서 가볍게 볼만큼 재미는 있습니다만 돈주고보니 쪼매 아깝네.
송강호가 되고싶었지만 실패한 황정민과 점점 넓어지는 연기스펙트럼의 강동원. 그리고 미친것같은 이성민.",3.5,1
동주,"담담히 써내려가는 우리나라의 아픔.
이 영화가 흑백인 것은 당시 우리나라의 암울함을 표현한 것이라 생각된다.
윤동주의 고종 사촌 송몽규에 대해서도 알게 되는 영화.",4.5,1
캐롤,복잡한 영화만이 잘 만든 영화가 아니라는 것을  일깨워주는 영화. 마지막 그들의 재회는 나를 소름돋게 만들었다. 과거 영화를 보는 듯한 디테일도 압권.,4.5,5
대학살의 신,그들의 대화 주제였던 햄스터와 아이들은 그들과는 다르게 모두 잘 지내더라고. 엔딩크레딧은 앞의 모든 싸움에 대해서 좋은 답을 내놓았다. 하나의 장소에서 벌어지는 스펙타클한 토크쇼.,4.0,4
사도,5년만에 다시 본 영화는 너무도 치밀하게 계산된 수작이었다. 숨기지 않고 대놓고 보이는 영화였다.,4.0,5
소셜 네트워크,"이것이 실화라는 것과 핀처의 연출에 놀라고 간다.
마지막에 친구추가를 하는 마크는 귀여워 죽겠다.
페이스북이란 소재로 이런 영화를 만들 수 있다니...
참 재밌게 잘 만든 영화.",4.5,6
키리시마가 동아리활동 그만둔대,키리시마가 동아리 활동을 관둔다는 것에서부터 시작된 나비효과. 여러 성격의 사람들 모두 각자의 인생이 있다. 내 삶을 네가 함부로 무시할 수 있을까. 그래도 사람이 각자 자신을 위해 이기적이게 되는 것은 어쩔 수가 없을 것이다. 전개 방식에서 엘리펀트의 향수도 느낄 수 있었다.,4.5,2
프랭크,"예상하지 못한 전개로 흘러간 것은 마음에 들었다.
그뿐이었던 영화.",3.5,2
닥터 스트레인지러브,"정치인들의 빈 대가리는 언제 어디에서든 다 같은가보다.
영화 내내 깔린 bgm은 학창시절에 부르고 다녔던 설사똥 노래를 생각나게 했다.
어디어디가 유머인지는 알겠지만 세대차이랄까 느끼기 힘들었다.
세대에 따라 영화를 찍어낸 큐브릭이 위대하다는 것을 느끼는 하나의 계기가 되기도 했다.",4.0,1
라 붐,중학생이나 고등학생때 봤으면 다른 느낌이었을것같다.,3.5,1
아이즈 와이드 셧,"욕망과 감성과 이성으로 싸웠던 내용치고는 너무 힘빠지는 결말이지만 앞 내용의 전개들은 기가 막혔다.
멜로인줄 알았는데 멜로 로맨스 드라마 추리 스릴러물로 바뀌어 있었다.",4.5,3
브루클린의 멋진 주말,"피곤함에 약간 졸았다... ㅎㅎ...
딱히 큰 매력은 못 느끼겠는 영화
사랑하는 사람과 평생 함께 하고싶은 염원?",3.5,0
리틀 포레스트: 여름과 가을,"큰 재미는 없지만 소소하게 가져다주는 행복감.
자연과 동화된 듯한 영화.
그렇다고 현실적이지않은 것도 아니다.
우리나라에서 절대 나올수 없을것같은 영화.
만약 나온다면 혜리가 하면 어울릴 것 같다는 생각ㅎㅎ
영화의 결말은 영화내내의 궁금증을 불러온 내용의 시작이라 2편을 볼수밖에 없을듯하다.",3.5,1
빅쇼트,다수의 불행에 베팅하는 심정. 고인물은 썩기 마련인데 그 썩은 물 조차도 마시지 못하는 사람들이 있다.,4.0,1
레버넌트: 죽음에서 돌아온 자,"압도적으로 몰아붙이는 롱테이크
디카프리오 연기의 흡입력
예측가능한 떡밥과 결말
이 영화를 스크린으로 보기를 결정한 건 최고의 선택",4.5,4
시계태엽 오렌지,"큐브릭은 천재다.
악과 큰 악과 더 큰 악으로 뒤덮인 영화.
권선징악으로 흔히 끝나는 영화들과 전혀 다르다.
그렇다고 주인공이 잘했다는 것도 아니다.
기막힌 사회풍자.",4.5,2
어웨이 프롬 허,"그는 그녀를 위했다.
그는 일부로 그랬다.
그는 최후의 선택까지 감행했다.
하지만 최후의 그 순간에 준비한 것은 행하지 못하였지만 행복을 얻었다.",3.5,2
열차의 도착,영화의 출생,5.0,5
헤이트풀8,영화 시작부터 쭉 이어지는 긴장감과 일촉즉발의 상황은 갈수록 고조되어가고 모든 사건의 과정과 결과는 확실하다. 흑백의 조화마저 이루어내는 타란티노.,4.5,3
내부자들,"디오리지널 버전으로 본 내부자들.
이 영화를 2시간만짜리로 냈다는 것이 의아할정도로 이미 세련된 상태인 영화.
백윤식의 엔딩씬은 굉장히 강렬했다.",4.0,1
쎄시봉,"앞에서 플러스 점수를 얻어놓고 뒤에서 다 까먹었다.
배우들의 연기와 연기연결은 참 좋은데 말이야.",3.5,0
시,"보는 내내 마음 속 한켠에 자리잡은 불편함.
 그 불편함이 원인이 되어 2시간의 러닝타임을 못견뎌낸 나를 반성한다. 허나 이 영화를 처음부터 다시 본다해도 똑같을 것 같다.
 할머니도 한 명의 소녀였다.",4.5,3
블레이드 러너,"시대를 앞서갔다고 '평가받는' 작품.
앞서간 건 소재와 미술이었다.
전개 속도와 스토리 텔링, 소유욕에 관한 내용들은 아쉬움이 남는다.",3.5,3
스타워즈 에피소드 4: 새로운 희망,"전설의 시작. 작전을 위해 희생한 영웅들의 공로치하가 나오는 걸 바란것은 내가 너무 한국적인것이어서일까
액션신도 좀 미적지근했지만 액션영화가 아니니까^^",4.5,1
사랑의 가위바위보,그냥 가볍게 보세요ㅎㅎ 와 그리고 색감에 반해버렸다...♡,3.5,2
밀양,"""난 용서해주려 갔는데, 이미 용서받았다잖아요! 어떻게 그럴수 있냐고요.""",4.5,1
어벤져스: 에이지 오브 울트론,"마블의 영화는 나랑 잘 맞는것 같다ㅋㅋㅋ
어찌 보면 단순한 진리도 담고있는 영화.
마블 원작을 보지 않은 나에겐 재밌는 영화였다.",4.0,1
대호,"신화를 영화화 시킨다면 이 영화처럼
긴 러닝타임은 좀 아쉬운 부분 편집이 아쉽다",3.5,0
몽골리안 프린세스,"프롬이라는 가수를 알고 OST땜에 찾아본 영화.
달달한 전개와 적절한 타이밍의 교차편집이 장점!!!
하지만 결말에 부여하는 우연성과 끼워맞춰놓는 듯한 연관성은 영화의 결말을 즐기는데 부정적으로 작용한듯하다
감독님의 연기가 아쉽기도 한 영화.
영화가 끝난 후 들게 되는 의문점... 그에게 하나는 잊지 못하는 사랑의 연장선인가 새롭게 찾아온 사랑인가",3.0,0
로리타,스탠리 큐브릭 그가 명장인 이유 중 하나는 여러 장르의 영화를 모두 소화 가능하고 또한 걸작들을 배출해낸다는 것이다,4.0,1
샤이닝,"조금씩 조여들어오는 공포의 압박
대칭 빠돌이 큐브릭을 다시한번 느낄수 있었다
졸려서 졸던 나를 깨워준 미친 살인마",4.0,4
히로시마 내 사랑,"영화의 메세지는 확연히 알겠다.
하지만 너무 자극적이고 극단적이다.
같으면서도 다른 히로시마와 느베르.",3.0,1
동경 이야기,조용조용해서 더 고조되는 고독,4.0,3
인턴,"억지스러운 부분이 좀 있었지만 인생이란 주제를 가벼워보이지만 진지하게 생각해준다.
그가 눈물을 훔칠때 많은 생각을 들게 해주는 영화.
그나저나 오늘부터 손수건을 갖고 다녀야겠다ㅎㅎ",3.5,2
지금은맞고그때는틀리다,같은 상황 같은 감정 다른 성격으로 만들어가는 하나의 퍼즐. 정재영과 최화정의 연기가 인상깊었다. 재밌지만 왜 재밌는지 모르겠는 영화. 그냥 받아들이자.,4.5,1
문라이즈 킹덤,어른들을 위한 동화,4.5,2
기술자들,"뻔하다 못해 진부하다.
추석 특선으로 보는 중인데 딴짓하는게 더 재밌다.
잘생김으로 관객들만 끌어보겠다는 생각인듯",2.0,0
그 여자 작사 그 남자 작곡,"난 음악영화가 너무 좋다.
교과서에 굉장히 충실한 영화.
굳이 단점을 뽑자면 후반의 급전개와 익숙함.
좋은 부분이 너무 너무 많다.
Way Back Into Love.",4.5,2
침묵의 시선,그들은 왜 반박하지 못하고 혼을 내고 있는가,4.0,1
러브레터,"그는 그녀를 사랑했다
그녀도 그를 사랑했다",4.0,8
앤트맨,"믿고보는 마블 역시나 이번에도 평타이상을 기록한다
미국식 유머는 언제봐도 재밌다
한두달전쯤에 본 미션임파서블에 비해 훨 낫지 않은가
그리고 크리스 에반스는 언제봐도 잘생겼다",4.0,0
탐정 : 더 비기닝,"추리를 기반으로 코믹과 스릴러의 성향까지 적절히 조화를 이루어 시리즈의 시작을 알렸다.
상우형님의 혀짧은 소리는 이 영화에서도 단연 돋보였다.",4.0,1
두들버그,놀란이 이 영화를 만들때는 몇살이었을까,3.0,1
달세계 여행,역사의 한장을 장식한 것만으로 별 5점을 주기에 아깝지 않다.,5.0,3
뷰티 인사이드,"그와 그녀의 입장 모두 공감할 수 있는 영화
그의 내면을 좋아한다는 이야기지만 주요씬에서의 우진이 항상 멋지고 잘생긴 건 아이러니
왜 우리나라 로코의 결말은 항상 해피엔딩인가",4.0,3
투 앤드 투,굴복과 불복 그 사이를 갈등하는 것,4.0,0
모범생,그에게 아버지란?,3.5,0
알람,스피드웨건의 등장 이후 재미가 반감,2.5,2
아메리칸 셰프,※주의※ 공복으로 보지 마시오!!!,4.0,3
베테랑,"내가 이 맛에 류승완 영화를 보는거지ㅋㅋㅋ
재미와 액션 외 여러 사회문제를 내보여주는 영화
마지막 단체 동영상 씬은 압권이었다
그리고 장윤주의 연기가 어울리는 건 예상 외였다",4.5,4
미드나잇 인 파리,"파리의 역사에 대해선 난 잘 모른다.
하지만 낭만과 환상적인 내용들만으로도 감동받을 수 있었다.
나는 지금 황금시대에 살고있다.",4.5,3
엽기적인 그녀,"두 배우의 케미만으로 만들어진 영화.
개성있는 영화라는데 난 잘 모르겠다.",3.0,1
피스트,인간과 가장 밀접한 교감을 나누는 동물이 강아지라는 것은 변함없는 사실이다,4.0,1
구름 조금,캬 마지막 장면을 보고 감탄이 안 나올수가 없잖아,4.0,2
겨울왕국 열기,ㅠㅠ재밌다,4.5,1
생산적 활동,사회풍자 애니매이션 중에서도 가히 충격적이다,4.0,0
사랑의 레시피,닮은꼴들의 교차편집이 재밌다,3.0,1
청설,"서로의 오해에서 비롯한 서로에 대한 배려가 서로의 애정을 깊게하다.
배우들의 표정 및 연기와 섬세함이 영화에 빠져들게 한다.",4.5,4
인간,Holy Shit!!!,4.5,0
호로자식을 위하여,이런 단편 만들고싶다,4.5,0
미션 임파서블: 로그네이션,"내가 잘못봤나 싶어서 영화를 한번 더 봤다
이 영화의 제목은 이제 바뀌어야할 것 같다
미션 인크레더블이나 미션 럭키로 바꾸는 걸 추천한다
웃긴 것은 영화가 이걸 인정하고 있다는거다",3.0,2
하하하,서로가 연관된 일이지만 모르는 두 사람의 이야기를 염탐하는 재미,3.5,2
잭잭의 공격,낄낄낄,3.0,1
제리의 게임,귀엽고 웃기지만서도 씁쓸한 느낌은 지울 수 없다,3.5,2
슬림 타임,뭐지... 내 5분이 왜 아까운거지...,2.0,0
강아지 똥,"어릴때 내 동심을 키워준 애니메이션이라는 것 자체만으로 기본점수는 주고싶다.
똥 똥 에그 더러워!!",4.0,2
자니 익스프레스,"이게 우리나라 애니메이션이라니ㅠㅠ
귀엽고 너무 재밌어서 감격했다 진짜",4.5,2
리프티드,"ㅋㅋㅋㅋㅋㅋㅋ귀엽다ㅋㅋㅋㅋㅋ
왜 이렇게 방향키가 많은가했다ㅋㅋㅋ",4.5,1
선샤인 걸,그때 그 시절 그녀를 위해,3.5,0
아담과 개,초반의 지루함은 후반 6분을 위한 초석,4.0,0
클래식,"조인성 연기가 이랬었구나...
엄마가 못 이룬 사랑을 딸이 대신 이룬다 뭐 이런건가
교과서적인 대사가 특이하고 오글거렸지만 잘 어울렸던 영화",3.5,0
암살,"후반부부터 마음에 안든다...
위에서 이렇게 만들라고 시켰나보다...
그 외에 전개에서 약간의 부족한 디테일을 제외하고는 재밌게 봤다
스포 감안하고 볼만함",4.0,2
투 올드 힙합 키드,"힙합 마니아로써 봤지만 힙합에서만 느낄 수 있는 감정들이 아니다 꿈을 위해 달려가는 것은 쉬운일이 아니다
기억에 두고두고 남을 어록들까지
안봤다면 강력추천할 다큐멘터리 영화",5.0,0
다이빙벨,다이빙벨은 왜 실패작이 되었는가를 알려주는 영화,3.5,1
비포 미드나잇,"비포 시리즈 세개중에 가장 마음에 드는 영화.
낭만과 현실 두 가지를 다 보여주는 이 영화가 마음에 든다.",5.0,3
부에노스 아이레스 살인사건,"많은 떡밥들을 그냥 남겨둔채 영화는 끝이 나고... 고작 알려주는 건 결말과 약간의 크레딧 영상뿐
보는내내 찜찜한 느낌만....",3.0,1
마스터 플랜,"체감 2시간
중간에 나온 힙합 음악 제목 알고싶다",3.5,0
러브 익스포져,"이보다 맘에 드는 B급 영화를 쉽게 찾을수 없을것이다. 4시간이 짧은 영화!!!
실화 기반 영화라는 것이 가장 소름...
남주 여장하니까 전지현 닮았어...ㅋㅋㅋ",5.0,0
허니문,"작은 방 안에서 사람들의 몰입도를 이끌어내는 방법
잔인함이 불러일으키는 공포
처음부터 끝까지 완급조절을 비롯한 긴장감은 영화를 재밌게 만든다
인과관계의 디테일이 살짝 아쉽다",4.0,0
